--------- beginning of kernel
06-12 16:33:40.389 E/[ 6295.741928@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457966/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.741946@1]  selinux(    0):  
06-12 16:33:40.389 E/[ 6295.745638@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457968/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.745654@1]  selinux(    0):  
06-12 16:33:40.565 D/[ 6295.919357@3]  logd(    0): logdr: UID=0 GID=0 PID=8154 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 16:33:40.571 D/[ 6295.928255@1]  logd(    0): Skipping 4294967295 entries from slow reader, pid 8154, from LogBuffer::kickMe()
--------- beginning of crash
06-12 16:33:40.707 F/linker  ( 8164): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:39:10.168 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:39:10.196 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.262 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6601, expected nextSeqNum = 6601
06-12 16:39:10.264 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6601,should SeqNum=6601, status = 0
06-12 16:39:10.296 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.397 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.448 I/ThermalService(  986): CPU temperatures: [63.000004]
06-12 16:39:10.497 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.597 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.656 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 50
06-12 16:39:10.685 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:10.686 I/appium  ( 9760): FindElement command
06-12 16:39:10.689 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:10.689 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:10.693 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:10.697 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.744 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:39:10.748 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:39:10.767 D/JioStbInactivityTimer(  933): Timer: count 119 warningTimeout:10680 timeout:10800
06-12 16:39:10.767 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:39:10.797 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:10.897 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:39:10.998 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.045 D/JioLauncher( 1781): overlay status check for wifi and bt remote false false
06-12 16:39:11.049 D/Match code1( 1449): 2
06-12 16:39:11.049 D/JIO_TR069-( 1449): Predefined List [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott]
06-12 16:39:11.051 D/JIO_TR069-( 1449): Caller Package com.iwedia.ui.rjio.launcher.reliance
06-12 16:39:11.051 D/JIO_TR069-( 1449): White Listed Apps []
06-12 16:39:11.051 D/JIO_TR069-( 1449): Final White Listed Apps [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott, ]
06-12 16:39:11.052 F/linker  (10371): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:39:11.055 D/JioLauncher( 1781): network-type-------NonJioNetwork
06-12 16:39:11.061 D/JioLauncher( 1781): live-tv-previousIp-[/fe80::1%wlan0, /192.168.1.1]-newHost-[/fe80::1%wlan0, /192.168.1.1]
06-12 16:39:11.098 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.147 I/.startv.hotsta( 9959): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:39:11.153 I/e.swalekh.abct( 1336): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:39:11.156 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 51
06-12 16:39:11.160 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:39:11.161 D/JioSTBMRServer-SERVICE( 3304): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 16:39:11.167 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:39:11.167 D/JioSTBMRServer-SERVICE( 3304): #broadcast IP:192.168.1.255
06-12 16:39:11.198 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.263 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6602, expected nextSeqNum = 6602
06-12 16:39:11.264 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6602,should SeqNum=6602, status = 0
06-12 16:39:11.273 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:11.274 I/appium  ( 9760): FindElement command
06-12 16:39:11.276 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:11.276 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:11.279 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:11.298 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.337 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:39:11.341 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:39:11.376 E/ocessService0:( 2273): failed to create Unix domain socket: Operation not permitted
06-12 16:39:11.398 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.407 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:39:11.498 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.599 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.657 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 52
06-12 16:39:11.699 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.767 D/JioStbInactivityTimer(  933): Timer: count 120 warningTimeout:10680 timeout:10800
06-12 16:39:11.768 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:39:11.799 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.873 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:39:11.873 I/appium  ( 9760): FindElement command
06-12 16:39:11.875 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:39:11.875 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:39:11.878 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:39:11.899 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:39:11.937 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:39:11.940 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
